Match_ID,Season,Date,Venue,Team1,Team2,Toss_Winner,Toss_Decision,Winner,Team1_Score,Team2_Score,Highest_Scorer,Highest_Runs,Best_Bowler,Wickets,Player_of_Match,Fours,Sixes,Extras,Weather
172,2022,9/20/2018,Wankhede,PBKS,KKR,KKR,Bat,PBKS,123,121,Rohit Sharma,74,Siraj,4,Yuzvendra Chahal,21,54,8,Sunny
173,2023,9/21/2018,Narendra Modi,KKR,CSK,CSK,Bat,KKR,239,225,KL Rahul,68,Chahal,1,KL Rahul,20,83,13,Sunny
174,2024,9/22/2018,Eden Gardens,SRH,LSG,LSG,Bat,SRH,137,100,Jos Buttler,35,Chahal,5,Jos Buttler,13,94,18,Clear
175,2025,9/23/2018,Chinnaswamy,GT,SRH,SRH,Bat,GT,182,129,MS Dhoni,57,Narine,6,Suryakumar Yadav,13,48,18,Clear
176,2018,9/24/2018,Wankhede,PBKS,DC,DC,Bat,PBKS,182,133,Suryakumar Yadav,82,Narine,2,Suryakumar Yadav,23,62,12,Cloudy
177,2019,9/25/2018,Narendra Modi,MI,DC,MI,Field,DC,164,208,Rashid Khan,119,Siraj,3,KL Rahul,9,79,13,Clear
178,2020,9/26/2018,Arun Jaitley,LSG,PBKS,LSG,Field,PBKS,161,166,MS Dhoni,53,Siraj,3,MS Dhoni,22,97,21,Sunny
179,2021,9/27/2018,Arun Jaitley,RR,DC,RR,Bat,DC,218,230,Virat Kohli,130,Rashid Khan,3,Jos Buttler,12,47,19,Sunny
180,2022,9/28/2018,Narendra Modi,RR,LSG,RR,Field,RR,212,151,Shubman Gill,124,Shami,2,Shubman Gill,9,71,21,Sunny
181,2023,9/29/2018,Eden Gardens,SRH,CSK,CSK,Field,SRH,142,109,Rohit Sharma,70,Chahal,1,Rohit Sharma,15,104,13,Sunny
182,2024,9/30/2018,Eden Gardens,RCB,CSK,RCB,Field,RCB,203,116,Yuzvendra Chahal,53,Chahal,1,Yuzvendra Chahal,13,106,20,Cloudy
183,2025,10/1/2018,Eden Gardens,LSG,RR,RR,Bat,LSG,181,141,Yuzvendra Chahal,84,Shami,6,Yuzvendra Chahal,14,74,17,Sunny
184,2018,10/2/2018,Narendra Modi,CSK,MI,CSK,Field,CSK,137,111,MS Dhoni,74,Narine,2,MS Dhoni,18,117,14,Sunny
185,2019,10/3/2018,Narendra Modi,LSG,KKR,KKR,Bat,LSG,158,149,Virat Kohli,109,Arshdeep,4,Virat Kohli,11,78,20,Sunny
186,2020,10/4/2018,Arun Jaitley,DC,RR,DC,Field,RR,175,215,Yuzvendra Chahal,130,Shami,5,Yuzvendra Chahal,17,50,20,Sunny
187,2021,10/5/2018,Chinnaswamy,RCB,KKR,RCB,Bat,RCB,215,215,Shubman Gill,115,Arshdeep,3,Shubman Gill,13,108,16,Cloudy
188,2022,10/6/2018,Wankhede,CSK,PBKS,CSK,Bat,CSK,237,117,Rashid Khan,71,Bumrah,1,Rashid Khan,19,71,15,Clear
189,2023,10/7/2018,Eden Gardens,PBKS,CSK,CSK,Bat,PBKS,180,161,Rashid Khan,78,Arshdeep,1,Rashid Khan,12,113,8,Cloudy
190,2024,10/8/2018,Narendra Modi,PBKS,LSG,PBKS,Bat,PBKS,225,116,Virat Kohli,80,Chahal,3,Virat Kohli,24,84,19,Clear
191,2025,10/9/2018,Chepauk,GT,PBKS,GT,Field,GT,224,208,Yuzvendra Chahal,116,Siraj,2,Yuzvendra Chahal,14,62,11,Sunny
192,2018,10/10/2018,Arun Jaitley,RR,DC,DC,Field,DC,120,209,Suryakumar Yadav,128,Siraj,5,Virat Kohli,8,75,20,Clear
193,2019,10/11/2018,Wankhede,SRH,DC,DC,Bat,SRH,200,109,Yuzvendra Chahal,65,Shami,5,Yuzvendra Chahal,11,58,12,Sunny
194,2020,10/12/2018,Chepauk,GT,DC,GT,Field,GT,228,196,Yuzvendra Chahal,96,Shami,6,Yuzvendra Chahal,21,56,20,Clear
195,2021,10/13/2018,Eden Gardens,PBKS,LSG,LSG,Bat,PBKS,233,153,Jos Buttler,59,Shami,3,Jos Buttler,25,68,14,Clear
196,2022,10/14/2018,Chinnaswamy,MI,DC,MI,Field,DC,139,183,Shubman Gill,80,Rashid Khan,1,Shubman Gill,9,109,17,Clear
197,2023,10/15/2018,Chinnaswamy,DC,KKR,DC,Bat,KKR,163,179,Shubman Gill,116,Chahal,1,Shubman Gill,8,99,22,Sunny
198,2024,10/16/2018,Chinnaswamy,RCB,CSK,CSK,Field,CSK,145,187,Virat Kohli,52,Shami,2,Virat Kohli,25,72,22,Sunny
199,2025,10/17/2018,Chinnaswamy,RR,DC,DC,Bat,RR,138,125,Virat Kohli,92,Rashid Khan,6,Virat Kohli,16,63,8,Cloudy
200,2018,10/18/2018,Chinnaswamy,LSG,RR,RR,Field,LSG,189,115,Suryakumar Yadav,106,Shami,4,Suryakumar Yadav,14,85,9,Cloudy
201,2019,10/19/2018,Wankhede,MI,PBKS,MI,Bat,MI,179,170,Virat Kohli,91,Rabada,5,Virat Kohli,10,116,15,Clear
202,2020,10/20/2018,Eden Gardens,PBKS,GT,PBKS,Bat,PBKS,213,212,Rashid Khan,84,Bumrah,1,Rashid Khan,8,67,17,Clear
203,2021,10/21/2018,Chepauk,RCB,PBKS,PBKS,Field,RCB,162,127,Yuzvendra Chahal,103,Chahal,6,Yuzvendra Chahal,25,54,9,Cloudy
204,2022,10/22/2018,Chepauk,PBKS,GT,GT,Field,PBKS,172,145,Rashid Khan,54,Rashid Khan,6,Shubman Gill,15,86,8,Sunny
205,2023,10/23/2018,Chinnaswamy,MI,PBKS,MI,Field,MI,179,118,Virat Kohli,103,Bumrah,2,Rohit Sharma,25,108,16,Clear
206,2024,10/24/2018,Wankhede,PBKS,RR,RR,Field,PBKS,213,141,Suryakumar Yadav,62,Shami,6,Suryakumar Yadav,15,47,17,Cloudy
207,2025,10/25/2018,Arun Jaitley,GT,SRH,SRH,Bat,SRH,132,181,KL Rahul,52,Arshdeep,1,KL Rahul,12,101,9,Clear
208,2018,10/26/2018,Chinnaswamy,PBKS,KKR,KKR,Field,PBKS,177,122,KL Rahul,108,Shami,4,MS Dhoni,13,93,10,Clear
209,2019,10/27/2018,Narendra Modi,RCB,MI,RCB,Field,RCB,152,135,Rohit Sharma,51,Bumrah,5,MS Dhoni,22,103,14,Clear
210,2020,10/28/2018,Eden Gardens,KKR,GT,GT,Field,GT,219,225,KL Rahul,108,Bumrah,5,KL Rahul,14,69,12,Sunny
211,2021,10/29/2018,Chinnaswamy,SRH,LSG,SRH,Field,SRH,171,109,Suryakumar Yadav,95,Chahal,6,Suryakumar Yadav,19,113,19,Clear
212,2022,10/30/2018,Narendra Modi,CSK,GT,CSK,Bat,CSK,192,165,Yuzvendra Chahal,64,Siraj,3,Yuzvendra Chahal,13,99,9,Cloudy
213,2023,10/31/2018,Chinnaswamy,LSG,SRH,LSG,Field,LSG,214,163,Rashid Khan,66,Siraj,1,Virat Kohli,10,100,21,Cloudy
214,2024,11/1/2018,Narendra Modi,CSK,PBKS,PBKS,Field,CSK,161,111,Yuzvendra Chahal,121,Arshdeep,2,Yuzvendra Chahal,19,44,13,Cloudy
215,2025,11/2/2018,Eden Gardens,MI,KKR,MI,Field,MI,177,159,Yuzvendra Chahal,39,Chahal,2,Yuzvendra Chahal,25,48,15,Clear
216,2018,11/3/2018,Narendra Modi,RR,GT,GT,Field,RR,184,150,Rohit Sharma,114,Chahal,5,Rohit Sharma,23,107,16,Cloudy
217,2019,11/4/2018,Chepauk,RR,DC,RR,Field,RR,199,112,Jasprit Bumrah,77,Rabada,5,Jasprit Bumrah,15,64,21,Sunny
218,2020,11/5/2018,Wankhede,GT,CSK,GT,Field,GT,231,148,Virat Kohli,91,Bumrah,6,Virat Kohli,24,63,10,Sunny
219,2021,11/6/2018,Eden Gardens,LSG,DC,DC,Field,LSG,162,114,Virat Kohli,30,Arshdeep,1,Virat Kohli,13,120,8,Sunny
220,2022,11/7/2018,Eden Gardens,SRH,RR,RR,Bat,SRH,176,162,Jos Buttler,43,Siraj,6,Jos Buttler,14,116,22,Sunny
221,2023,11/8/2018,Arun Jaitley,PBKS,DC,DC,Bat,DC,130,223,Suryakumar Yadav,98,Narine,2,Yuzvendra Chahal,20,46,11,Sunny
222,2024,11/9/2018,Eden Gardens,GT,PBKS,PBKS,Field,GT,190,147,MS Dhoni,74,Rabada,2,MS Dhoni,8,66,19,Clear
223,2025,11/10/2018,Wankhede,RCB,LSG,RCB,Bat,LSG,120,128,KL Rahul,104,Shami,1,KL Rahul,14,115,11,Sunny
224,2018,11/11/2018,Eden Gardens,PBKS,CSK,PBKS,Bat,PBKS,203,146,MS Dhoni,99,Shami,5,MS Dhoni,22,40,14,Sunny
225,2019,11/12/2018,Narendra Modi,RCB,PBKS,PBKS,Bat,RCB,169,126,Jasprit Bumrah,118,Arshdeep,6,MS Dhoni,25,116,13,Clear
226,2020,11/13/2018,Eden Gardens,MI,KKR,MI,Bat,MI,221,214,Suryakumar Yadav,116,Rashid Khan,2,Suryakumar Yadav,25,48,11,Cloudy
227,2021,11/14/2018,Eden Gardens,RCB,KKR,RCB,Bat,KKR,138,181,Jos Buttler,86,Siraj,2,Jos Buttler,18,56,20,Clear
228,2022,11/15/2018,Chinnaswamy,LSG,KKR,KKR,Field,KKR,166,188,Rashid Khan,62,Shami,3,Rashid Khan,21,79,11,Cloudy
229,2023,11/16/2018,Eden Gardens,RCB,SRH,RCB,Field,RCB,232,133,Suryakumar Yadav,84,Rashid Khan,3,Rohit Sharma,23,104,16,Sunny
230,2024,11/17/2018,Arun Jaitley,GT,PBKS,GT,Bat,GT,163,121,Yuzvendra Chahal,96,Narine,2,Yuzvendra Chahal,8,41,9,Cloudy
231,2025,11/18/2018,Narendra Modi,LSG,RR,LSG,Field,RR,149,188,Virat Kohli,35,Rabada,3,Virat Kohli,23,42,11,Clear
232,2018,11/19/2018,Chinnaswamy,SRH,DC,DC,Bat,SRH,171,120,Jos Buttler,114,Chahal,1,Jasprit Bumrah,12,42,22,Clear
233,2019,11/20/2018,Chepauk,PBKS,RCB,PBKS,Bat,PBKS,174,167,Suryakumar Yadav,40,Arshdeep,6,Suryakumar Yadav,14,94,20,Cloudy
234,2020,11/21/2018,Eden Gardens,RR,KKR,KKR,Bat,KKR,144,208,Jasprit Bumrah,55,Siraj,1,Jasprit Bumrah,13,65,19,Clear
235,2021,11/22/2018,Narendra Modi,KKR,RCB,RCB,Bat,RCB,190,201,Jasprit Bumrah,96,Chahal,6,Jasprit Bumrah,25,92,19,Sunny
236,2022,11/23/2018,Narendra Modi,GT,SRH,GT,Field,GT,234,122,Jos Buttler,46,Narine,2,Jos Buttler,25,40,20,Cloudy
237,2023,11/24/2018,Chinnaswamy,GT,MI,GT,Field,MI,197,199,Jos Buttler,87,Rabada,2,Jos Buttler,22,91,15,Clear
238,2024,11/25/2018,Chinnaswamy,MI,KKR,MI,Bat,MI,189,127,Shubman Gill,99,Shami,1,Shubman Gill,25,80,19,Clear
239,2025,11/26/2018,Chepauk,RCB,DC,DC,Field,DC,146,230,Rohit Sharma,53,Shami,4,Rohit Sharma,19,60,8,Cloudy
240,2018,11/27/2018,Arun Jaitley,SRH,KKR,SRH,Field,KKR,181,213,MS Dhoni,61,Rabada,6,MS Dhoni,10,44,12,Cloudy
241,2019,11/28/2018,Eden Gardens,GT,LSG,GT,Field,LSG,123,195,Suryakumar Yadav,51,Rashid Khan,1,Suryakumar Yadav,16,53,12,Clear
242,2020,11/29/2018,Wankhede,LSG,PBKS,LSG,Bat,LSG,137,122,Yuzvendra Chahal,33,Arshdeep,6,Yuzvendra Chahal,10,72,14,Sunny
243,2021,11/30/2018,Arun Jaitley,GT,RCB,RCB,Field,RCB,154,185,Suryakumar Yadav,79,Rashid Khan,1,Suryakumar Yadav,25,86,22,Cloudy
244,2022,12/1/2018,Narendra Modi,PBKS,RCB,RCB,Field,PBKS,182,176,Yuzvendra Chahal,72,Chahal,5,Shubman Gill,21,93,14,Cloudy
245,2023,12/2/2018,Eden Gardens,DC,KKR,KKR,Bat,KKR,205,227,Rohit Sharma,86,Shami,3,Jos Buttler,22,82,12,Sunny
246,2024,12/3/2018,Chepauk,KKR,LSG,LSG,Field,LSG,120,178,Jos Buttler,54,Narine,3,Jos Buttler,12,63,16,Sunny
247,2025,12/4/2018,Arun Jaitley,SRH,RR,RR,Field,SRH,179,127,Jos Buttler,82,Bumrah,4,Jos Buttler,12,112,21,Cloudy
248,2018,12/5/2018,Eden Gardens,MI,LSG,LSG,Bat,MI,207,169,Suryakumar Yadav,82,Narine,4,Suryakumar Yadav,14,107,16,Cloudy
249,2019,12/6/2018,Chepauk,GT,CSK,GT,Field,GT,239,207,Yuzvendra Chahal,44,Arshdeep,3,Suryakumar Yadav,22,83,22,Sunny
250,2020,12/7/2018,Arun Jaitley,RCB,DC,RCB,Field,RCB,229,206,Jasprit Bumrah,56,Bumrah,4,Jasprit Bumrah,11,57,10,Cloudy
251,2021,12/8/2018,Eden Gardens,CSK,KKR,KKR,Bat,CSK,226,142,MS Dhoni,57,Rashid Khan,4,MS Dhoni,14,117,22,Clear
252,2022,12/9/2018,Arun Jaitley,KKR,GT,KKR,Bat,GT,137,178,Virat Kohli,45,Bumrah,4,Virat Kohli,11,80,21,Clear
253,2023,12/10/2018,Wankhede,PBKS,SRH,SRH,Bat,PBKS,136,113,Rashid Khan,120,Siraj,4,Rashid Khan,14,49,10,Cloudy
254,2024,12/11/2018,Arun Jaitley,SRH,DC,DC,Bat,SRH,159,124,MS Dhoni,110,Chahal,6,Yuzvendra Chahal,14,90,16,Clear
255,2025,12/12/2018,Arun Jaitley,CSK,GT,CSK,Bat,GT,168,227,Suryakumar Yadav,57,Bumrah,2,Suryakumar Yadav,10,94,20,Cloudy
256,2018,12/13/2018,Eden Gardens,PBKS,SRH,SRH,Field,PBKS,210,149,Virat Kohli,41,Bumrah,4,Virat Kohli,13,52,17,Cloudy
257,2019,12/14/2018,Chepauk,GT,RR,RR,Bat,GT,207,127,KL Rahul,102,Chahal,6,KL Rahul,13,51,15,Cloudy
258,2020,12/15/2018,Chepauk,CSK,PBKS,CSK,Field,PBKS,155,200,Suryakumar Yadav,72,Rabada,1,Suryakumar Yadav,16,110,17,Sunny
259,2021,12/16/2018,Chepauk,LSG,KKR,LSG,Bat,LSG,238,142,KL Rahul,110,Siraj,3,KL Rahul,17,92,16,Clear
260,2022,12/17/2018,Eden Gardens,GT,LSG,LSG,Bat,LSG,164,228,Jasprit Bumrah,100,Shami,6,Suryakumar Yadav,15,86,21,Clear
261,2023,12/18/2018,Wankhede,KKR,MI,MI,Field,MI,150,159,KL Rahul,43,Arshdeep,6,KL Rahul,22,117,19,Sunny
262,2024,12/19/2018,Chepauk,PBKS,LSG,PBKS,Field,LSG,199,217,Shubman Gill,63,Bumrah,1,Shubman Gill,16,59,22,Sunny
263,2025,12/20/2018,Arun Jaitley,RR,SRH,RR,Field,RR,209,168,Jos Buttler,114,Shami,4,KL Rahul,8,111,22,Sunny
264,2018,12/21/2018,Eden Gardens,SRH,KKR,SRH,Bat,KKR,153,171,Suryakumar Yadav,127,Narine,2,Suryakumar Yadav,8,71,12,Clear
265,2019,12/22/2018,Wankhede,DC,SRH,SRH,Bat,SRH,168,192,MS Dhoni,69,Siraj,2,MS Dhoni,20,82,21,Cloudy
266,2020,12/23/2018,Narendra Modi,RCB,DC,DC,Bat,DC,197,220,Virat Kohli,106,Narine,6,Virat Kohli,12,107,17,Sunny
267,2021,12/24/2018,Chepauk,CSK,RR,RR,Bat,CSK,209,144,Suryakumar Yadav,36,Narine,1,KL Rahul,22,52,8,Sunny
268,2022,12/25/2018,Arun Jaitley,RR,PBKS,PBKS,Field,RR,207,164,Rohit Sharma,43,Bumrah,2,Rohit Sharma,19,52,19,Clear
269,2023,12/26/2018,Arun Jaitley,RCB,GT,RCB,Bat,RCB,184,103,MS Dhoni,41,Chahal,5,MS Dhoni,18,55,19,Cloudy
270,2024,12/27/2018,Wankhede,DC,RR,DC,Bat,DC,129,115,Jasprit Bumrah,37,Arshdeep,5,Virat Kohli,18,98,14,Cloudy
271,2025,12/28/2018,Chinnaswamy,KKR,CSK,CSK,Bat,CSK,138,195,Jos Buttler,128,Rashid Khan,3,Jos Buttler,19,81,11,Clear
272,2018,12/29/2018,Chinnaswamy,PBKS,CSK,PBKS,Bat,PBKS,233,168,KL Rahul,126,Narine,6,KL Rahul,13,88,17,Clear
273,2019,12/30/2018,Wankhede,DC,MI,MI,Field,MI,166,205,Jos Buttler,94,Shami,6,Virat Kohli,25,79,18,Sunny
274,2020,12/31/2018,Chinnaswamy,MI,PBKS,PBKS,Field,PBKS,124,133,KL Rahul,85,Siraj,1,KL Rahul,23,50,21,Sunny
275,2021,1/1/2019,Eden Gardens,RCB,LSG,LSG,Bat,LSG,128,189,Shubman Gill,65,Rabada,3,Rashid Khan,21,71,12,Clear
276,2022,1/2/2019,Eden Gardens,SRH,LSG,SRH,Bat,LSG,179,190,Shubman Gill,40,Siraj,4,Shubman Gill,23,117,17,Cloudy
277,2023,1/3/2019,Wankhede,MI,RR,MI,Bat,RR,152,191,Shubman Gill,60,Narine,4,Shubman Gill,14,108,11,Cloudy
278,2024,1/4/2019,Eden Gardens,MI,RR,MI,Field,MI,227,121,KL Rahul,73,Rashid Khan,1,KL Rahul,16,62,18,Sunny
279,2025,1/5/2019,Chepauk,RR,GT,RR,Bat,RR,166,154,Virat Kohli,105,Rashid Khan,6,Yuzvendra Chahal,10,59,12,Sunny
280,2018,1/6/2019,Narendra Modi,KKR,PBKS,PBKS,Field,PBKS,128,173,Suryakumar Yadav,117,Shami,2,Suryakumar Yadav,18,119,20,Cloudy
281,2019,1/7/2019,Wankhede,RCB,GT,GT,Field,GT,141,185,Yuzvendra Chahal,128,Rabada,5,Yuzvendra Chahal,25,120,8,Clear
282,2020,1/8/2019,Arun Jaitley,CSK,RCB,RCB,Bat,CSK,197,185,Jasprit Bumrah,112,Shami,1,Jasprit Bumrah,20,42,15,Clear
283,2021,1/9/2019,Eden Gardens,SRH,MI,MI,Bat,SRH,135,127,Rashid Khan,31,Siraj,5,Rashid Khan,11,118,16,Clear
284,2022,1/10/2019,Narendra Modi,CSK,MI,MI,Bat,CSK,239,197,Jos Buttler,101,Chahal,5,Jos Buttler,14,88,18,Cloudy
285,2023,1/11/2019,Eden Gardens,PBKS,CSK,CSK,Bat,PBKS,211,133,Suryakumar Yadav,81,Siraj,2,Suryakumar Yadav,20,88,19,Cloudy
286,2024,1/12/2019,Chepauk,RR,PBKS,PBKS,Bat,RR,233,221,Suryakumar Yadav,42,Siraj,2,Jasprit Bumrah,11,91,10,Sunny
287,2025,1/13/2019,Narendra Modi,KKR,RR,KKR,Field,KKR,216,168,Virat Kohli,124,Bumrah,6,Virat Kohli,16,84,10,Clear
288,2018,1/14/2019,Eden Gardens,SRH,LSG,SRH,Field,SRH,208,116,Jasprit Bumrah,59,Rashid Khan,3,Jasprit Bumrah,21,62,10,Clear
289,2019,1/15/2019,Narendra Modi,GT,LSG,LSG,Field,LSG,165,190,Suryakumar Yadav,83,Rashid Khan,1,Suryakumar Yadav,12,94,22,Cloudy
290,2020,1/16/2019,Chinnaswamy,CSK,KKR,KKR,Bat,KKR,159,186,Rashid Khan,109,Arshdeep,6,Rashid Khan,9,42,10,Clear
291,2021,1/17/2019,Wankhede,GT,KKR,GT,Field,GT,232,170,Jasprit Bumrah,82,Bumrah,5,Jasprit Bumrah,8,64,19,Clear
292,2022,1/18/2019,Chepauk,KKR,CSK,CSK,Field,KKR,141,135,Virat Kohli,114,Rashid Khan,4,Virat Kohli,8,57,14,Cloudy
293,2023,1/19/2019,Narendra Modi,SRH,PBKS,PBKS,Bat,SRH,188,143,Jos Buttler,123,Siraj,6,Yuzvendra Chahal,14,72,8,Cloudy
294,2024,1/20/2019,Chinnaswamy,PBKS,CSK,CSK,Bat,PBKS,237,163,Rashid Khan,114,Arshdeep,2,Rashid Khan,16,86,14,Cloudy
295,2025,1/21/2019,Wankhede,KKR,LSG,LSG,Bat,KKR,198,135,Shubman Gill,33,Rashid Khan,1,Shubman Gill,18,95,19,Clear
296,2018,1/22/2019,Arun Jaitley,GT,CSK,GT,Bat,GT,213,130,Rohit Sharma,123,Chahal,5,Rohit Sharma,16,42,13,Sunny
297,2019,1/23/2019,Eden Gardens,SRH,GT,SRH,Field,SRH,173,110,Shubman Gill,77,Siraj,6,KL Rahul,24,47,21,Sunny
298,2020,1/24/2019,Arun Jaitley,PBKS,MI,PBKS,Field,PBKS,196,166,Yuzvendra Chahal,42,Rabada,3,MS Dhoni,16,75,22,Clear
299,2021,1/25/2019,Wankhede,DC,MI,DC,Field,DC,233,174,KL Rahul,124,Arshdeep,1,Rashid Khan,17,84,19,Cloudy
300,2022,1/26/2019,Narendra Modi,KKR,RCB,RCB,Bat,KKR,231,104,Jasprit Bumrah,101,Narine,5,Rashid Khan,8,102,12,Cloudy
301,2023,1/27/2019,Narendra Modi,GT,CSK,GT,Field,CSK,131,202,Jasprit Bumrah,60,Shami,2,Jasprit Bumrah,19,112,20,Clear
302,2024,1/28/2019,Chepauk,SRH,RCB,SRH,Bat,RCB,131,168,Rashid Khan,40,Rabada,4,Rashid Khan,9,55,18,Clear
303,2025,1/29/2019,Arun Jaitley,KKR,DC,KKR,Bat,DC,136,208,Rashid Khan,75,Chahal,2,Rashid Khan,25,91,14,Sunny
304,2018,1/30/2019,Chepauk,LSG,SRH,LSG,Bat,LSG,207,105,KL Rahul,76,Chahal,5,Jos Buttler,8,69,19,Sunny
305,2019,1/31/2019,Arun Jaitley,SRH,PBKS,SRH,Field,SRH,220,125,KL Rahul,36,Rashid Khan,3,MS Dhoni,9,55,13,Clear
306,2020,2/1/2019,Chepauk,MI,PBKS,MI,Bat,MI,161,139,Suryakumar Yadav,107,Bumrah,4,Suryakumar Yadav,15,97,22,Sunny
307,2021,2/2/2019,Arun Jaitley,PBKS,MI,PBKS,Field,MI,137,202,Jos Buttler,110,Siraj,1,Jos Buttler,15,84,16,Sunny
308,2022,2/3/2019,Wankhede,KKR,GT,GT,Bat,KKR,181,164,Rohit Sharma,45,Shami,1,Rohit Sharma,9,79,8,Cloudy
309,2023,2/4/2019,Chinnaswamy,CSK,GT,GT,Bat,GT,162,202,Suryakumar Yadav,60,Bumrah,5,Virat Kohli,8,70,16,Clear
310,2024,2/5/2019,Chinnaswamy,RR,LSG,RR,Field,RR,209,102,KL Rahul,70,Rashid Khan,3,KL Rahul,9,52,14,Cloudy
311,2025,2/6/2019,Narendra Modi,CSK,RR,RR,Bat,CSK,233,184,Virat Kohli,60,Siraj,4,Suryakumar Yadav,21,40,13,Cloudy
312,2018,2/7/2019,Chinnaswamy,PBKS,CSK,PBKS,Field,PBKS,184,118,Virat Kohli,51,Rashid Khan,4,Rohit Sharma,9,65,9,Cloudy
313,2019,2/8/2019,Chepauk,LSG,PBKS,LSG,Field,PBKS,189,209,Rohit Sharma,97,Chahal,5,Rohit Sharma,23,46,22,Sunny
314,2020,2/9/2019,Eden Gardens,GT,CSK,CSK,Field,CSK,136,203,Rohit Sharma,103,Narine,2,KL Rahul,9,105,14,Cloudy
315,2021,2/10/2019,Arun Jaitley,CSK,MI,CSK,Field,CSK,143,141,Rashid Khan,122,Bumrah,6,Rashid Khan,25,62,22,Clear
316,2022,2/11/2019,Wankhede,RR,SRH,RR,Bat,RR,221,196,Jasprit Bumrah,69,Rashid Khan,6,Jasprit Bumrah,16,67,13,Cloudy
317,2023,2/12/2019,Arun Jaitley,RCB,KKR,RCB,Field,RCB,198,124,Jasprit Bumrah,32,Rashid Khan,1,Jasprit Bumrah,21,46,8,Sunny
318,2024,2/13/2019,Chepauk,CSK,GT,GT,Bat,CSK,190,162,Rohit Sharma,77,Siraj,6,Rohit Sharma,23,114,19,Cloudy
319,2025,2/14/2019,Arun Jaitley,DC,KKR,KKR,Field,DC,207,103,Yuzvendra Chahal,125,Narine,5,Yuzvendra Chahal,17,68,18,Clear
320,2018,2/15/2019,Narendra Modi,KKR,LSG,LSG,Bat,LSG,126,167,Yuzvendra Chahal,94,Rabada,3,Shubman Gill,20,53,22,Clear
321,2019,2/16/2019,Arun Jaitley,KKR,RR,RR,Bat,RR,177,190,Rashid Khan,94,Bumrah,1,Yuzvendra Chahal,16,99,8,Clear
322,2020,2/17/2019,Arun Jaitley,SRH,DC,SRH,Field,SRH,217,201,Suryakumar Yadav,122,Shami,4,Suryakumar Yadav,20,84,20,Cloudy
323,2021,2/18/2019,Chinnaswamy,KKR,DC,KKR,Bat,KKR,203,158,KL Rahul,120,Arshdeep,1,Shubman Gill,8,118,11,Clear
324,2022,2/19/2019,Wankhede,LSG,SRH,LSG,Bat,LSG,222,100,MS Dhoni,84,Bumrah,5,MS Dhoni,12,112,10,Cloudy
325,2023,2/20/2019,Wankhede,LSG,KKR,LSG,Field,KKR,225,230,MS Dhoni,108,Rabada,1,Yuzvendra Chahal,8,56,15,Sunny
326,2024,2/21/2019,Arun Jaitley,RR,CSK,CSK,Field,RR,151,139,Virat Kohli,106,Arshdeep,2,Virat Kohli,16,93,10,Cloudy
327,2025,2/22/2019,Chepauk,RCB,GT,RCB,Bat,RCB,163,145,Yuzvendra Chahal,85,Narine,4,Yuzvendra Chahal,14,91,19,Clear
328,2018,2/23/2019,Chepauk,MI,LSG,MI,Field,MI,223,169,Shubman Gill,100,Arshdeep,4,Shubman Gill,24,95,16,Sunny
329,2019,2/24/2019,Arun Jaitley,GT,LSG,LSG,Bat,GT,194,190,Jasprit Bumrah,61,Narine,6,Jasprit Bumrah,16,89,18,Clear
330,2020,2/25/2019,Chinnaswamy,PBKS,SRH,SRH,Field,SRH,167,210,Rohit Sharma,66,Arshdeep,1,Jasprit Bumrah,16,94,14,Cloudy
331,2021,2/26/2019,Chepauk,LSG,RCB,RCB,Field,RCB,192,204,MS Dhoni,54,Shami,1,MS Dhoni,23,82,17,Cloudy
332,2022,2/27/2019,Arun Jaitley,KKR,MI,MI,Field,MI,127,201,KL Rahul,69,Shami,4,Jasprit Bumrah,22,62,16,Cloudy
333,2023,2/28/2019,Wankhede,RCB,KKR,RCB,Bat,RCB,215,204,Suryakumar Yadav,107,Rabada,6,Suryakumar Yadav,16,68,14,Clear
334,2024,3/1/2019,Eden Gardens,KKR,CSK,KKR,Field,KKR,233,186,Jos Buttler,64,Arshdeep,2,Jos Buttler,8,80,15,Sunny
335,2025,3/2/2019,Chepauk,GT,LSG,GT,Bat,GT,228,120,Rashid Khan,52,Narine,3,Shubman Gill,12,92,19,Cloudy
336,2018,3/3/2019,Wankhede,CSK,MI,MI,Field,CSK,222,153,Jos Buttler,65,Narine,6,Jos Buttler,11,97,11,Sunny
337,2019,3/4/2019,Wankhede,KKR,PBKS,KKR,Bat,PBKS,190,213,Virat Kohli,125,Rabada,4,Virat Kohli,17,73,11,Clear
338,2020,3/5/2019,Chinnaswamy,SRH,RCB,RCB,Field,SRH,172,161,KL Rahul,33,Chahal,3,KL Rahul,12,87,21,Sunny
339,2021,3/6/2019,Narendra Modi,PBKS,LSG,PBKS,Bat,LSG,173,195,MS Dhoni,95,Chahal,4,MS Dhoni,10,88,17,Clear
340,2022,3/7/2019,Wankhede,MI,DC,DC,Field,MI,192,155,Jasprit Bumrah,64,Shami,4,Virat Kohli,13,42,8,Cloudy
341,2023,3/8/2019,Narendra Modi,KKR,CSK,CSK,Field,KKR,231,116,Shubman Gill,120,Siraj,3,Shubman Gill,13,55,22,Sunny
342,2024,3/9/2019,Arun Jaitley,PBKS,RCB,RCB,Bat,PBKS,215,152,Virat Kohli,67,Bumrah,1,KL Rahul,12,98,22,Sunny
